,batting_team,bowling_team,city,runs_left,balls_left,wickets,total_runs_x,crr,rrr,result
92020,Sunrisers Hyderabad,Delhi Capitals,Chennai,42,27,6,159,7.5,9.3,0
92021,Rajasthan Royals,Deccan Chargers,Hyderabad,34,29,3,214,11.9,7.0,1
92022,Kolkata Knight Riders,Chennai Super Kings,Chennai,93,78,0,153,8.6,7.2,0
92023,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,138,106,0,160,9.4,7.8,1
92024,Kings XI Punjab,Rajasthan Royals,Jaipur,114,78,3,158,6.3,8.8,0
92025,Mumbai Indians,Kolkata Knight Riders,Mumbai,127,117,0,147,40.0,6.5,1
92026,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,91,41,4,209,9.0,13.3,0
92027,Royal Challengers Bangalore,Gujarat Titans,Mumbai,55,42,0,168,8.7,7.9,1
92028,Rajasthan Royals,Kings XI Punjab,Chandigarh,138,58,3,221,8.0,14.3,0
92029,Sunrisers Hyderabad,Rajasthan Royals,Dubai,156,119,0,164,48.0,7.9,1
92030,Deccan Chargers,Kolkata Knight Riders,Kolkata,132,89,2,163,6.0,8.9,0
92031,Kings XI Punjab,Rajasthan Royals,Ahmedabad,82,44,3,191,8.6,11.2,1
92032,Delhi Daredevils,Chennai Super Kings,Delhi,32,68,2,110,9.0,2.8,1
92033,Kolkata Knight Riders,Chennai Super Kings,Ranchi,89,77,4,148,8.2,6.9,0
92034,Rajasthan Royals,Deccan Chargers,Port Elizabeth,74,61,5,141,6.8,7.3,1
92035,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,112,43,4,213,7.9,15.6,0
92036,Rajasthan Royals,Delhi Daredevils,Jaipur,94,81,0,154,9.2,7.0,1
92037,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,55,47,2,183,10.5,7.0,1
92038,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,30,30,5,176,9.7,6.0,1
92039,Kolkata Knight Riders,Rajasthan Royals,Jaipur,70,39,6,164,7.0,10.8,0
92040,Delhi Daredevils,Kings XI Punjab,Chandigarh,147,97,0,181,8.9,9.1,0
92041,Mumbai Indians,Royal Challengers Bangalore,Mumbai,45,36,3,171,9.0,7.5,1
92042,Lucknow Super Giants,Kolkata Knight Riders,Lucknow,136,63,4,235,10.4,13.0,0
92043,Royal Challengers Bangalore,Rajasthan Royals,Pune,144,125,0,144,-0.0,6.9,0
92044,Mumbai Indians,Royal Challengers Bangalore,Mumbai,179,112,0,199,15.0,9.6,1
92045,Rajasthan Royals,Chennai Super Kings,Mumbai,75,53,3,163,7.9,8.5,1
92046,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,120,95,2,133,3.1,7.6,0
92047,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,135,93,1,181,10.2,8.7,1
92048,Chennai Super Kings,Royal Challengers Bangalore,Pune,98,69,2,173,8.8,8.5,0
92049,Rajasthan Royals,Mumbai Indians,Mumbai,14,36,4,125,7.9,2.3,1
92050,Delhi Daredevils,Royal Challengers Bangalore,Bengaluru,146,116,0,157,16.5,7.6,0
92051,Kolkata Knight Riders,Delhi Capitals,Sharjah,10,25,3,135,7.9,2.4,1
92052,Chennai Super Kings,Mumbai Indians,Mumbai,36,44,2,157,9.6,4.9,1
92053,Kolkata Knight Riders,Sunrisers Hyderabad,Visakhapatnam,115,81,2,176,9.4,8.5,0
92054,Kolkata Knight Riders,Kings XI Punjab,Kolkata,115,78,2,174,8.4,8.8,1
92055,Rajasthan Royals,Delhi Daredevils,Delhi,119,66,5,188,7.7,10.8,0
92056,Kolkata Knight Riders,Rajasthan Royals,Jaipur,127,113,0,144,14.6,6.7,0
92057,Kings XI Punjab,Mumbai Indians,Abu Dhabi,153,100,0,191,11.4,9.2,0
92058,Rajasthan Royals,Kolkata Knight Riders,Mumbai,87,40,6,191,7.8,13.0,0
92059,Chennai Super Kings,Mumbai Indians,Kolkata,90,55,8,148,5.4,9.8,0
92060,Royal Challengers Bangalore,Mumbai Indians,Mumbai,39,40,1,141,7.6,5.8,1
92061,Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,50,35,5,162,7.9,8.6,1
92062,Chennai Super Kings,Royal Challengers Bangalore,Chennai,14,9,8,126,6.1,9.3,0
92063,Mumbai Indians,Kolkata Knight Riders,Kolkata,174,116,0,187,19.5,9.0,1
92064,Mumbai Indians,Delhi Daredevils,Delhi,116,94,1,164,11.1,7.4,0
92065,Kings XI Punjab,Rajasthan Royals,Chandigarh,170,122,0,177,-21.0,8.4,0
92066,Rajasthan Royals,Deccan Chargers,Jaipur,124,81,1,196,11.1,9.2,1
92067,Mumbai Indians,Kolkata Knight Riders,Mumbai,152,113,1,169,14.6,8.1,0
92068,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,70,65,0,142,7.9,6.5,1
92069,Kolkata Knight Riders,Kings XI Punjab,Kolkata,100,65,4,174,8.1,9.2,1
92070,Chennai Super Kings,Mumbai Indians,Mumbai,30,23,5,164,8.3,7.8,0
92071,Rajasthan Royals,Kolkata Knight Riders,Kolkata,117,100,1,147,9.0,7.0,1
92072,Rajasthan Royals,Kolkata Knight Riders,Sharjah,171,123,1,171,-0.0,8.3,0
92073,Kolkata Knight Riders,Mumbai Indians,Mumbai,43,31,5,171,8.6,8.3,0
92074,Rajasthan Royals,Kings XI Punjab,Chandigarh,125,87,1,182,10.4,8.6,0
92075,Delhi Daredevils,Mumbai Indians,Mumbai,51,9,9,209,8.5,34.0,0
92076,Lucknow Super Giants,Gujarat Titans,Ahmedabad,211,116,0,227,24.0,10.9,0
92077,Gujarat Titans,Sunrisers Hyderabad,Mumbai,149,97,0,195,12.0,9.2,1
92078,Delhi Capitals,Mumbai Indians,Mumbai,96,41,2,234,10.5,14.0,0
92079,Mumbai Indians,Rajasthan Royals,Mumbai,74,67,4,189,13.0,6.6,1
92080,Rajasthan Royals,Kolkata Knight Riders,Mumbai,40,51,3,133,8.1,4.7,1
92081,Kings XI Punjab,Deccan Chargers,Kimberley,83,69,2,168,10.0,7.2,1
92082,Rajasthan Royals,Mumbai Indians,Mumbai,205,115,1,212,8.4,10.7,0
92083,Mumbai Indians,Sunrisers Hyderabad,Mumbai,137,83,0,193,9.1,9.9,0
92084,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,135,87,1,178,7.8,9.3,1
92085,Rajasthan Royals,Deccan Chargers,Ahmedabad,113,103,0,148,12.4,6.6,1
92086,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,27,20,6,171,8.6,8.1,1
92087,Mumbai Indians,Kings XI Punjab,Mumbai,139,63,4,177,4.0,13.2,0
92088,Kings XI Punjab,Kolkata Knight Riders,Kolkata,100,66,4,164,7.1,9.1,0
92089,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,67,49,2,152,7.2,8.2,0
92090,Mumbai Indians,Rajasthan Royals,Kolkata,38,34,2,165,8.9,6.7,1
92091,Chennai Super Kings,Deccan Chargers,Hyderabad,71,61,2,147,7.7,7.0,1
92092,Royal Challengers Bangalore,Mumbai Indians,Mumbai,98,102,3,115,5.7,5.8,1
92093,Royal Challengers Bangalore,Gujarat Titans,Mumbai,110,86,0,168,10.2,7.7,1
92094,Delhi Daredevils,Chennai Super Kings,Chennai,78,48,5,168,7.5,9.8,0
92095,Kings XI Punjab,Mumbai Indians,Chandigarh,107,72,1,176,8.6,8.9,1
92096,Mumbai Indians,Chennai Super Kings,Bangalore,68,27,7,187,7.7,15.1,0
92097,Chennai Super Kings,Kolkata Knight Riders,Kolkata,130,112,0,149,14.2,7.0,1
92098,Kings XI Punjab,Delhi Daredevils,Delhi,116,101,0,164,15.2,6.9,1
92099,Kings XI Punjab,Sunrisers Hyderabad,Mumbai,180,106,1,201,9.0,10.2,0
92100,Delhi Capitals,Rajasthan Royals,Mumbai,218,125,0,222,-4.8,10.5,0
92101,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,70,59,4,134,6.3,7.1,0
92102,Chennai Super Kings,Sunrisers Hyderabad,Pune,34,34,2,179,10.1,6.0,1
92103,Kings XI Punjab,Delhi Capitals,Mumbai,32,44,4,164,10.4,4.4,1
92104,Mumbai Indians,Royal Challengers Bangalore,Bangalore,105,108,0,122,8.5,5.8,1
92105,Kolkata Knight Riders,Sunrisers Hyderabad,Ahmedabad,111,105,1,159,19.2,6.3,1
92106,Chennai Super Kings,Sunrisers Hyderabad,Delhi,36,45,1,171,10.8,4.8,1
92107,Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,17,21,2,154,8.3,4.9,1
92108,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,120,73,3,185,8.3,9.9,0
92109,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,52,38,2,175,9.0,8.2,1
92110,Chennai Super Kings,Rajasthan Royals,Kimberley,116,98,1,140,6.5,7.1,1
92111,Deccan Chargers,Royal Challengers Bangalore,Bangalore,55,43,2,156,7.9,7.7,0
92112,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,163,88,1,235,13.5,11.1,0
92113,Mumbai Indians,Kolkata Knight Riders,Mumbai,56,55,2,185,11.9,6.1,1
92114,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,148,95,1,177,7.0,9.3,1
92115,Mumbai Indians,Delhi Daredevils,Delhi,133,85,2,190,9.8,9.4,0
92116,Gujarat Titans,Chennai Super Kings,Ahmedabad,160,114,0,178,18.0,8.4,1
92117,Rajasthan Royals,Delhi Daredevils,Jaipur,30,36,3,151,8.6,5.0,1
92118,Royal Challengers Bangalore,Mumbai Indians,Bangalore,121,65,3,191,7.6,11.2,0
92119,Sunrisers Hyderabad,Kings XI Punjab,Mumbai,160,96,3,193,8.2,10.0,0
92120,Delhi Capitals,Sunrisers Hyderabad,Delhi,112,78,1,197,12.1,8.6,0
92121,Delhi Daredevils,Mumbai Indians,Mumbai,85,122,0,92,-21.0,4.2,1
92122,Mumbai Indians,Kolkata Knight Riders,Kolkata,37,31,3,159,8.2,7.2,1
92123,Lucknow Super Giants,Gujarat Titans,Ahmedabad,183,104,0,227,16.5,10.6,0
92124,Sunrisers Hyderabad,Mumbai Indians,Mumbai,68,51,3,157,7.7,8.0,0
92125,Royal Challengers Bangalore,Mumbai Indians,Mumbai,93,76,0,141,6.5,7.3,1
92126,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,45,23,5,155,6.8,11.7,0
92127,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow,90,88,4,126,6.8,6.1,0
92128,Kings XI Punjab,Delhi Capitals,Mumbai,94,80,3,164,10.5,7.0,1
92129,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,79,40,4,182,7.7,11.8,0
92130,Delhi Daredevils,Kings XI Punjab,Dharamsala,53,26,5,171,7.5,12.2,0
92131,Kings XI Punjab,Deccan Chargers,Chandigarh,101,91,0,175,15.3,6.7,1
92132,Gujarat Titans,Chennai Super Kings,Chennai,36,20,8,172,8.2,10.8,0
92133,Kings XI Punjab,Deccan Chargers,Hyderabad,120,87,1,164,8.0,8.3,1
92134,Delhi Capitals,Chennai Super Kings,Navi Mumbai,117,47,7,208,7.5,14.9,0
92135,Deccan Chargers,Royal Challengers Bangalore,Bangalore,145,114,0,156,11.0,7.6,0
92136,Royal Challengers Bangalore,Mumbai Indians,Pune,76,59,1,151,7.4,7.7,1
92137,Chennai Super Kings,Delhi Daredevils,Delhi,185,125,0,185,-0.0,8.9,1
92138,Mumbai Indians,Sunrisers Hyderabad,Mumbai,35,26,4,172,8.7,8.1,0
92139,Mumbai Indians,Kings XI Punjab,Mumbai,168,102,1,197,9.7,9.9,1
92140,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,54,19,4,277,13.2,17.1,0
92141,Kolkata Knight Riders,Chennai Super Kings,Chennai,72,64,3,144,7.7,6.8,1
92142,Kings XI Punjab,Kolkata Knight Riders,Abu Dhabi,88,66,0,164,8.4,8.0,0
92143,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,53,66,0,130,8.6,4.8,1
92144,Rajasthan Royals,Kolkata Knight Riders,Kolkata,107,71,3,175,8.3,9.0,1
92145,Kings XI Punjab,Kolkata Knight Riders,Kolkata,87,62,3,163,7.9,8.4,0
92146,Chennai Super Kings,Kings XI Punjab,Mumbai,86,53,5,226,12.5,9.7,0
92147,Mumbai Indians,Rajasthan Royals,Jaipur,156,97,2,179,6.0,9.6,0
92148,Gujarat Titans,Rajasthan Royals,Ahmedabad,92,79,2,130,5.6,7.0,1
92149,Kolkata Knight Riders,Chennai Super Kings,Chennai,16,9,4,200,9.9,10.7,0
92150,Kolkata Knight Riders,Kings XI Punjab,Kolkata,163,111,0,183,13.3,8.8,1
92151,Kolkata Knight Riders,Mumbai Indians,Kolkata,18,33,1,133,7.9,3.3,1
92152,Kings XI Punjab,Rajasthan Royals,Ahmedabad,138,81,2,191,8.2,10.2,1
92153,Rajasthan Royals,Delhi Daredevils,Jaipur,146,111,0,156,6.7,7.9,1
92154,Rajasthan Royals,Mumbai Indians,Jaipur,70,61,1,179,11.1,6.9,1
92155,Kolkata Knight Riders,Chennai Super Kings,Kolkata,128,94,1,165,8.5,8.2,1
92156,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,89,72,1,142,6.6,7.4,1
92157,Chennai Super Kings,Kolkata Knight Riders,Chennai,13,55,1,139,11.6,1.4,1
92158,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,47,53,2,165,10.6,5.3,1
92159,Delhi Daredevils,Mumbai Indians,Mumbai,57,59,1,125,6.7,5.8,1
92160,Kolkata Knight Riders,Rajasthan Royals,Mumbai,185,100,1,217,9.6,11.1,0
92161,Chennai Super Kings,Delhi Daredevils,Delhi,55,39,1,178,9.1,8.5,1
92162,Chennai Super Kings,Kings XI Punjab,Abu Dhabi,54,52,1,153,8.7,6.2,1
92163,Chennai Super Kings,Kolkata Knight Riders,Chennai,24,16,4,202,10.3,9.0,1
92164,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,63,39,6,157,7.0,9.7,0
92165,Kings XI Punjab,Deccan Chargers,Hyderabad,160,124,0,164,-6.0,7.7,1
92166,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,109,105,0,135,10.4,6.2,1
92167,Rajasthan Royals,Chennai Super Kings,Mumbai,89,34,7,188,6.9,15.7,0
92168,Chennai Super Kings,Sunrisers Hyderabad,Pune,33,33,2,179,10.1,6.0,1
92169,Chennai Super Kings,Kings XI Punjab,Chennai,104,98,0,136,8.7,6.4,0
92170,Kolkata Knight Riders,Delhi Daredevils,Delhi,97,50,4,177,6.9,11.6,0
92171,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,112,71,1,177,8.0,9.5,1
92172,Royal Challengers Bangalore,Kings XI Punjab,Mumbai,118,43,6,206,6.9,16.5,0
92173,Kolkata Knight Riders,Chennai Super Kings,Mumbai,148,74,5,220,9.4,12.0,0
92174,Kings XI Punjab,Deccan Chargers,Hyderabad,103,90,0,165,12.4,6.9,1
92175,Kolkata Knight Riders,Rajasthan Royals,Kolkata,63,64,1,131,7.3,5.9,1
92176,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,213,123,0,217,-8.0,10.4,0
92177,Deccan Chargers,Kolkata Knight Riders,Johannesburg,6,7,4,160,8.2,5.1,1
92178,Rajasthan Royals,Kolkata Knight Riders,Kolkata,124,106,1,147,9.9,7.0,1
92179,Sunrisers Hyderabad,Chennai Super Kings,Chennai,127,60,4,212,8.5,12.7,0
92180,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,104,88,0,142,7.1,7.1,1
92181,Delhi Capitals,Rajasthan Royals,Jaipur,114,82,2,185,11.2,8.3,0
92182,Mumbai Indians,Royal Challengers Bangalore,Mumbai,133,97,1,170,9.7,8.2,1
92183,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,166,113,0,186,17.1,8.8,1
92184,Royal Challengers Bangalore,Chennai Super Kings,Chennai,96,80,3,148,7.8,7.2,0
92185,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,77,89,0,143,12.8,5.2,1
92186,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,66,80,0,135,10.4,5.0,1
92187,Kolkata Knight Riders,Delhi Capitals,Sharjah,84,88,0,135,9.6,5.7,1
92188,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,109,94,1,174,15.0,7.0,0
92189,Chennai Super Kings,Rajasthan Royals,Jaipur,87,86,2,126,6.9,6.1,1
92190,Chennai Super Kings,Kolkata Knight Riders,Mumbai,26,14,4,172,8.3,11.1,1
92191,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,57,94,2,106,11.3,3.6,0
92192,Delhi Daredevils,Rajasthan Royals,Mumbai,113,42,8,192,6.1,16.1,0
92193,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,10,25,2,145,8.5,2.4,1
92194,Royal Challengers Bangalore,Delhi Daredevils,Delhi,21,23,6,160,8.6,5.5,1
92195,Kings XI Punjab,Deccan Chargers,Chandigarh,93,83,0,175,13.3,6.7,1
92196,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,26,32,3,134,7.4,4.9,1
92197,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,121,65,2,169,5.2,11.2,0
92198,Lucknow Super Giants,Delhi Capitals,Delhi,121,69,5,208,10.2,10.5,0
92199,Delhi Daredevils,Rajasthan Royals,Ahmedabad,28,53,3,141,10.1,3.2,1
92200,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,144,116,0,154,15.0,7.4,1
92201,Delhi Capitals,Sunrisers Hyderabad,Delhi,39,20,6,197,9.5,11.7,0
92202,Delhi Daredevils,Kolkata Knight Riders,Mumbai,5,10,6,166,8.8,3.0,1
92203,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,7,47,0,113,8.7,0.9,1
92204,Kolkata Knight Riders,Deccan Chargers,Kolkata,90,103,2,110,7.1,5.2,1
92205,Rajasthan Royals,Mumbai Indians,Abu Dhabi,189,122,1,193,-12.0,9.3,0
92206,Kings XI Punjab,Chennai Super Kings,Chennai,35,18,6,181,8.6,11.7,0
92207,Mumbai Indians,Rajasthan Royals,Delhi,124,93,0,171,10.4,8.0,1
92208,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,117,109,3,131,7.6,6.4,0
92209,Rajasthan Royals,Kings XI Punjab,Abu Dhabi,184,124,0,185,-1.5,8.9,1
92210,Chennai Super Kings,Royal Challengers Bangalore,Pune,137,97,0,173,9.4,8.5,0
92211,Kolkata Knight Riders,Kings XI Punjab,Durban,79,70,1,158,9.5,6.8,1
92212,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,136,84,2,195,9.8,9.7,0
92213,Kolkata Knight Riders,Delhi Daredevils,Delhi,2,19,4,146,8.6,0.6,1
92214,Kolkata Knight Riders,Rajasthan Royals,Jaipur,66,31,7,164,6.6,12.8,0
92215,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,131,62,5,228,10.0,12.7,0
92216,Kings XI Punjab,Mumbai Indians,Chandigarh,87,48,2,189,8.5,10.9,0
92217,Mumbai Indians,Royal Challengers Bangalore,Bangalore,69,38,5,171,7.5,10.9,1
92218,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,82,122,0,92,-30.0,4.0,1
92219,Rajasthan Royals,Mumbai Indians,Jaipur,43,30,3,167,8.3,8.6,1
92220,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,36,58,3,120,8.1,3.7,1
92221,Sunrisers Hyderabad,Kolkata Knight Riders,Pune,73,28,5,177,6.8,15.6,0
92222,Delhi Daredevils,Chennai Super Kings,Chennai,144,74,3,222,10.2,11.7,0
92223,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,146,110,0,167,12.6,8.0,0
92224,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,105,75,2,174,9.2,8.4,1
92225,Mumbai Indians,Kolkata Knight Riders,Kolkata,211,103,2,232,7.4,12.3,0
92226,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,133,83,0,189,9.1,9.6,0
92227,Sunrisers Hyderabad,Kings XI Punjab,Mumbai,53,60,3,126,7.3,5.3,0
92228,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,107,88,2,176,12.9,7.3,1
92229,Mumbai Indians,Gujarat Titans,Ahmedabad,61,54,2,168,9.7,6.8,0
92230,Royal Challengers Bangalore,Mumbai Indians,Pune,124,96,0,151,6.8,7.8,1
92231,Delhi Capitals,Mumbai Indians,Delhi,93,45,4,168,6.0,12.4,0
92232,Mumbai Indians,Royal Challengers Bangalore,Bangalore,48,69,0,122,8.7,4.2,1
92233,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,32,35,2,154,8.6,5.5,1
92234,Royal Challengers Bangalore,Chennai Super Kings,Chennai,92,78,3,148,8.0,7.1,0
92235,Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,129,76,3,189,8.2,10.2,0
92236,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,132,83,2,185,8.6,9.5,1
92237,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,35,47,5,124,7.3,4.5,1
92238,Gujarat Titans,Chennai Super Kings,Chennai,15,5,9,172,8.2,18.0,0
92239,Chennai Super Kings,Mumbai Indians,Mumbai,86,87,1,157,12.9,5.9,1
92240,Rajasthan Royals,Mumbai Indians,Abu Dhabi,107,70,2,195,10.6,9.2,1
92241,Kings XI Punjab,Delhi Daredevils,Chandigarh,83,72,3,158,9.4,6.9,1
92242,Delhi Daredevils,Kings XI Punjab,Pune,86,62,2,165,8.2,8.3,1
92243,Kings XI Punjab,Delhi Daredevils,Delhi,50,70,4,120,8.4,4.3,1
92244,Delhi Daredevils,Chennai Super Kings,Raipur,103,108,1,119,8.0,5.7,1
92245,Rajasthan Royals,Kings XI Punjab,Jaipur,118,96,3,166,12.0,7.4,1
92246,Delhi Daredevils,Kings XI Punjab,Dharamsala,113,104,0,141,10.5,6.5,1
92247,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,188,115,0,195,8.4,9.8,0
92248,Mumbai Indians,Chennai Super Kings,Pune,155,113,0,169,12.0,8.2,1
92249,Delhi Daredevils,Chennai Super Kings,Chennai,13,26,4,112,6.3,3.0,1
92250,Kings XI Punjab,Delhi Daredevils,Delhi,70,97,3,120,13.0,4.3,1
92251,Royal Challengers Bangalore,Gujarat Titans,Mumbai,71,57,0,168,9.2,7.5,1
92252,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,111,96,1,149,9.5,6.9,0
92253,Mumbai Indians,Kings XI Punjab,Chandigarh,156,125,0,156,-0.0,7.5,1
92254,Delhi Capitals,Chennai Super Kings,Navi Mumbai,208,123,0,208,-0.0,10.1,0
92255,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,142,87,0,190,8.7,9.8,1
92256,Deccan Chargers,Mumbai Indians,Mumbai,93,48,6,178,7.1,11.6,0
92257,Kings XI Punjab,Delhi Daredevils,Delhi,53,50,4,164,9.5,6.4,1
92258,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,146,125,0,147,-1.2,7.0,1
92259,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,18,34,1,171,10.7,3.2,1
92260,Royal Challengers Bangalore,Mumbai Indians,Bangalore,32,16,6,209,10.2,12.0,0
92261,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,96,69,2,176,9.4,8.3,0
92262,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,83,84,0,154,11.8,5.9,1
92263,Lucknow Super Giants,Delhi Capitals,Delhi,42,25,7,208,10.5,10.1,0
92264,Sunrisers Hyderabad,Mumbai Indians,Chennai,28,26,5,150,7.8,6.5,0
92265,Rajasthan Royals,Kolkata Knight Riders,Mumbai,91,95,2,133,10.1,5.7,1
92266,Sunrisers Hyderabad,Kings XI Punjab,Mumbai,149,91,3,193,9.1,9.8,0
92267,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,77,78,3,124,6.7,5.9,1
92268,Chennai Super Kings,Deccan Chargers,Chennai,136,80,4,190,8.1,10.2,0
92269,Kings XI Punjab,Deccan Chargers,Chandigarh,152,114,0,175,23.0,8.0,1
92270,Mumbai Indians,Kolkata Knight Riders,Mumbai,64,44,3,140,6.0,8.7,0
92271,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,90,64,1,175,9.1,8.4,0
92272,Royal Challengers Bangalore,Delhi Daredevils,Bangalore,97,61,3,183,8.7,9.5,0
92273,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,26,10,6,192,9.1,15.6,0
92274,Deccan Chargers,Mumbai Indians,Hyderabad,117,78,3,172,7.9,9.0,0
92275,Kings XI Punjab,Rajasthan Royals,Pune,66,46,5,162,7.8,8.6,0
92276,Mumbai Indians,Kolkata Knight Riders,Mumbai,138,103,0,185,16.6,8.0,1
92277,Chennai Super Kings,Rajasthan Royals,Jaipur,66,51,4,126,5.2,7.8,1
92278,Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,37,18,4,187,8.8,12.3,0
92279,Gujarat Titans,Mumbai Indians,Mumbai,5,8,5,177,9.2,3.8,0
92280,Deccan Chargers,Kolkata Knight Riders,Hyderabad,113,55,4,204,8.4,12.3,0
92281,Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,119,89,1,164,8.7,8.0,1
92282,Royal Challengers Bangalore,Delhi Daredevils,Delhi,155,104,1,191,13.5,8.9,0
92283,Gujarat Titans,Rajasthan Royals,Jaipur,108,118,0,118,30.0,5.5,1
92284,Royal Challengers Bangalore,Mumbai Indians,Chennai,134,107,0,159,11.5,7.5,1
92285,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,33,25,3,171,8.7,7.9,1
92286,Kolkata Knight Riders,Mumbai Indians,Chennai,80,74,0,152,9.4,6.5,0
92287,Deccan Chargers,Royal Challengers Bangalore,Bangalore,153,93,1,184,6.9,9.9,1
92288,Mumbai Indians,Kolkata Knight Riders,Bangalore,44,68,3,107,7.3,3.9,1
92289,Chennai Super Kings,Kolkata Knight Riders,Chennai,102,123,0,108,-12.0,5.0,1
92290,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,47,43,2,158,8.6,6.6,1
92291,Mumbai Indians,Rajasthan Royals,Mumbai,62,63,4,189,13.4,5.9,1
92292,Royal Challengers Bangalore,Mumbai Indians,Mumbai,131,105,0,151,8.0,7.5,1
92293,Delhi Daredevils,Chennai Super Kings,Delhi,42,74,2,110,8.9,3.4,1
92294,Chennai Super Kings,Mumbai Indians,Kolkata,62,12,8,202,7.8,31.0,0
92295,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,112,86,1,176,11.3,7.8,0
92296,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,186,110,0,207,12.6,10.1,0
92297,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,164,118,0,171,21.0,8.3,1
92298,Mumbai Indians,Lucknow Super Giants,Lucknow,88,69,0,177,10.5,7.7,0
92299,Gujarat Titans,Mumbai Indians,Mumbai,47,35,2,177,9.2,8.1,0
92300,Delhi Daredevils,Royal Challengers Bangalore,Delhi,73,53,4,161,7.9,8.3,0
92301,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,118,98,2,141,6.3,7.2,0
92302,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,9,19,3,160,9.0,2.8,1
92303,Royal Challengers Bangalore,Delhi Daredevils,Delhi,183,124,0,184,-1.5,8.9,0
92304,Delhi Capitals,Lucknow Super Giants,Lucknow,192,125,0,193,-1.2,9.2,0
92305,Kolkata Knight Riders,Deccan Chargers,Cuttack,26,31,4,126,6.7,5.0,1
